CityName,State,Zip,Name,PhoneNum,Address,Called (y/n),Surplus,Solution,Notes,lon,lat,address,status_Color
Nashville,TN,37221,Great American Cookies,(615) 679-9280,8121 Sawyer Brown Rd Nashville TN 37221,NA,NA,NA,NA,-86.9485225,36.0812495,"8121 sawyer brown rd, nashville, tn 37221, usa",NA
Nashville,TN,37221,Crumbl Cookies - Bellevue,(615) 236-6918,8068 Highway 100 Nashville TN 37221,NA,NA,NA,NA,-86.9539126,36.04656870000001,"8068 tn-100, nashville, tn 37221, usa",NA
Nashville,TN,37203,Le Macaron Nashville,(615) 964-7363,5006 Broadway Pl  Fifth & Broadway Nashville TN 37203,NA,NA,NA,NA,NA,NA,NA,NA
Nashville,TN,37203,Dunkin',(615) 727-9060,321 5th Ave S Nashville TN 37203,NA,NA,NA,NA,-86.78205799999999,36.164852,"321 5th ave n, nashville, tn 37219, usa",NA
Nashville,TN,37203,Parlor Doughnuts,(629) 285-5440,500 Rep John Lewis Way S Nashville TN 37203,NA,NA,NA,NA,-86.7749189,36.15548,"500 rep. john lewis way s, nashville, tn 37203, usa",NA
Nashville,TN,37203,Parlor Doughnuts,(615) 964-7341,1720 W End Ave Nashville TN 37203,NA,NA,NA,NA,-86.795904,36.153487,"west end building, 1720 west end ave, nashville, tn 37203, usa",NA
Nashville,TN,37212,NoBaked Cookie Dough,(615) 891-4584,1200 Villa Pl Nashville TN 37212,NA,NA,NA,NA,-86.7916654,36.1426916,"1200 villa pl, nashville, tn 37212, usa",NA
Nashville,TN,37203,NoBaked Cookie Dough,(615) 649-8269,117 28th Ave N Nashville TN 37203,NA,NA,NA,NA,-86.8133452,36.1460452,"117 28th ave n, nashville, tn 37203, usa",NA
Nashville,TN,37206,Five Daughters Bakery,(615) 891-1293,1900 Eastland Ave Nashville TN 37206,yes,yes,partial,donate some of them / talked to jake / admin@fivedaughtersbakery.com / most nights there's at least some we have to throw out,-86.7354646,36.1817446,"1900 eastland ave, nashville, tn 37206, usa",NA
Nashville,TN,37217,Donut Connection,(615) 540-1179,895 Murfreesboro Pike Nashville TN 37217,NA,NA,NA,NA,-86.71989169999999,36.1323789,"895 murfreesboro pike, nashville, tn 37217, usa",NA
Nashville,TN,37214,Woops! Macarons and Cookies,(615) 509-3192,433 Opry Mills Dr Nashville TN 37214,NA,NA,NA,NA,-86.6922661,36.2029647,"433 opry mills dr, nashville, tn 37214, usa",NA
Nashville,TN,37211,Cafe Mineiro,(615) 942-6732,3744 Nolensville Pike Nashville TN 37211,NA,NA,NA,NA,-86.73468280000002,36.0918392,"3744 nolensville pk, nashville, tn 37211, usa",NA
Nashville,TN,37204,The Donut Place,(615) 331-7779,4691 Trousdale Dr Nashville TN 37204,NA,NA,NA,NA,-86.7591695,36.081699,"4691 trousdale dr, nashville, tn 37204, usa",NA
Nashville,TN,37217,Shipley Do-Nuts,(615) 360-9330,2626 Murfreesboro Pike Nashville TN 37217,NA,NA,NA,NA,-86.6367964,36.0731044,"2626 murfreesboro pike, nashville, tn 37217, usa",NA
Nashville,TN,37203,Royal Icing Custom Cakes,(615) 440-1462,822 Palmer Pl Nashville TN 37203,NA,NA,NA,NA,-86.78134159999999,36.154095,"822 palmer pl, nashville, tn 37203, usa",NA
Nashville,TN,37203,Bruegger's,(615) 327-0055,422 21st Ave S Nashville TN 37203,NA,NA,NA,NA,-86.79934109999999,36.1459356,"422 21st ave s, nashville, tn 37203, usa",NA
